firm_names,data_year,match_name,,word,count
STE TNNE INDUSTRIE PNEUMATIQUE - STIP,2015,STE TNNE INDUSTRIE PNEUMATIQUE- STIP,,V1097,0.945945946
STE TNNE INDUSTRIE PNEUMATIQUE- STIP,2016,STE TNNE INDUSTRIE PNEUMATIQUE- STIP,,V1097,0.931506849
STE ASSEMBL. ELECTRIQUE ELECTRONIQUE - SAFE,2014,STE ASSEMBL. ELECTRIQUE ELECTRONIQUE - SAFE,,V1098,1
STE FERMETURE EMBALLAGES EN PLASTIQUE (2),2015,,,V1098,0.80952381
STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,2016,,,V1098,0.8
ELBENE - TUNISIE LAIT,2014,,,V1099,1
STE TNNE EMAIL- SOTEMAIL,2015,,,V1099,0.8
TOTAL TUNISIE,2016,TOTAL TUNISIE,,V11,1
TOTAL TUNISIE,2015,TOTAL TUNISIE,,V11,1
TOTAL TUNISIE,2014,TOTAL TUNISIE,,V11,1
SOTUDIS (18),2016,SOTUDIS (18),,V110,1
SOTUDIS (18),2015,SOTUDIS (18),,V110,1
STE INDUSTRIES ALIMENTAIRES TUNISIE (6),2014,INDU ALIMENTAIRES TUNISIE- IAT (3),,V1100,1
INDUS ALIMENTAIRES TUNISIE- IAT (3),2015,INDU ALIMENTAIRES TUNISIE- IAT (3),,V1100,0.864864865
INDU ALIMENTAIRES TUNISIE- IAT (3),2016,INDU ALIMENTAIRES TUNISIE- IAT (3),,V1100,0.849315068
ASSURANCES MAGHREBIA (13),2014,ASSURANCES MAGHREBIA (12),,V1101,1
ASSURANCES MAGHREBIA (12),2016,ASSURANCES MAGHREBIA (12),,V1101,0.96
ASSURANCES MAGHREBIA (11),2015,ASSURANCES MAGHREBIA (12),,V1101,0.96
CIMENTS ARTIFICIELS TUNISIENS - COLACEM,2015,CIMENTS ARTIFICIELS TUNISIENS- COLACEM,,V1102,1
CIMENTS ARTIFICIELS TUNISIENS - COLACEM,2014,CIMENTS ARTIFICIELS TUNISIENS- COLACEM,,V1102,1
CIMENTS ARTIFICIELS TUNISIENS- COLACEM,2016,CIMENTS ARTIFICIELS TUNISIENS- COLACEM,,V1102,0.987012987
COGEPHA,2014,COGEPHA,,V1103,1
GROUPE HAKIM,2016,,,V1103,0.631578947
STE TNNE ACCONAGE MANUTENTION,2014,STE TNNE ACCONAGE ET MANUTENTION - STAM,,V1104,1
STE TNNE ACCONAGE ET MANUTENTION - STAM,2016,STE TNNE ACCONAGE ET MANUTENTION - STAM,,V1104,0.852941176
STE TNNE ACCONAGE ET MANUTENTION - STAM,2015,STE TNNE ACCONAGE ET MANUTENTION - STAM,,V1104,0.852941176
CENTRALE LAITIERE NORD (4),2014,CENTRALE LAITIERE NORD OUEST-LAINO (5),,V1105,1
STIAL DELICE DANONE (5),2016,,,V1105,0.816326531
LACCUMULATEUR TUNISIEN ASSAD,2014,ACCUMULATEUR TUNISIEN ASSAD,,V1106,1
ACCUMULATEUR TUNISIEN ASSAD,2016,ACCUMULATEUR TUNISIEN ASSAD,,V1106,0.981818182
ACCUMULATEUR TUNISIEN ASSAD,2015,ACCUMULATEUR TUNISIEN ASSAD,,V1106,0.981818182
TUNISIE PROFILES ALUMINUM,2014,TUNISIE PROFILES ALUMINUM- TPR,,V1107,1
TUNISIE PROFILES ALUMINUM- TPR,2016,TUNISIE PROFILES ALUMINUM- TPR,,V1107,0.909090909
TUNISIE PROFILES ALUMINUM - TPR,2015,TUNISIE PROFILES ALUMINUM- TPR,,V1107,0.892857143
LES GRANDS ATELIERS DU NORD (2),2014,LES GRANDS ATELIERS DU NORD - GAN (1),,V1108,1
LES GRANDS ATELIERS DU NORD - GAN (1),2016,LES GRANDS ATELIERS DU NORD - GAN (1),,V1108,0.882352941
LES GRANDS ATELIERS DU NORD - GAN (1),2015,LES GRANDS ATELIERS DU NORD - GAN (1),,V1108,0.882352941
MPCPROKIM,2014,MPC PROKIM (15),,V1109,1
MPC PROKIM (15),2016,MPC PROKIM (15),,V1109,0.75
MPC PROKIM (14),2015,MPC PROKIM (15),,V1109,0.75
ECONOMIC AUTO (6),2016,ECONOMIC AUTO (6),,V111,1
ECONOMIC AUTO (7),2015,ECONOMIC AUTO (6),,V111,0.941176471
ECONOMIC AUTO (7),2014,ECONOMIC AUTO (6),,V111,0.941176471
LES INDUSTRIES CHIMIQUES DU FLUOR - ICE,2014,LES INDUSTRIES CHIMIQUES DU FLUOR,,V1110,1
LES INDUSTRIES CHIMIQUES DU FLUOR,2016,LES INDUSTRIES CHIMIQUES DU FLUOR,,V1110,0.916666667
LES INDUSTRIES CHIMIQUES DU FLUOR,2015,LES INDUSTRIES CHIMIQUES DU FLUOR,,V1110,0.916666667
SOCIETE LAIT ET DERIV ES SER E,2014,SOCIETE LAIT ET DERIVES - SLD (2),,V1111,1
SOCIETE LAIT ET DERIVES - SLD (2),2016,SOCIETE LAIT ET DERIVES - SLD (2),,V1111,0.857142857
SOCIETE LAIT ET DERIVES - SLD (2),2015,SOCIETE LAIT ET DERIVES - SLD (2),,V1111,0.857142857
RSRSA,2014,RSRSA,,V1112,1
STAR,2016,,,V1112,0.666666667
STAR,2015,,,V1112,0.666666667
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2015,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V1113,1
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2014,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V1113,1
STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,2016,STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,,V1113,0.965517241
STE MODERNE DE CERAMIQUE - SOMOCER,2014,STE MODERNE CERAMIQUE - SOMOCER (13),,V1114,1
STE MODERNE CERAMIQUE - SOMOCER,2015,STE MODERNE CERAMIQUE - SOMOCER (13),,V1114,0.953846154
STE MODERNE CERAMIQUE - SOMOCER (13),2016,STE MODERNE CERAMIQUE - SOMOCER (13),,V1114,0.914285714
CHAARANE ET CIE,2014,CHAABANE ET CIE (19),,V1115,1
CARTHAGE CEMENT,2016,,,V1115,0.8
CIE TNNE PHARMACEUTIQUE - COTUPHA,2015,COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,,V1116,1
CIE TNNE PHARMACEUTIQUE - COTUPHA,2014,COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,,V1116,1
COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,2016,COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,,V1116,0.831168831
AGENCE EONCIERE HARITATION - AEH,2014,AGENCE FONCIERE HABITATION- AFH,,V1117,1
AGENCE FONCIERE HABITATION - AFH,2015,AGENCE FONCIERE HABITATION- AFH,,V1117,0.90625
AGENCE FONCIERE HABITATION- AFH,2016,AGENCE FONCIERE HABITATION- AFH,,V1117,0.888888889
STE MEUNIERE TUNISIENNE (10),2014,STE MEUNIERE TUNISIENNE- SMT  (8),,V1118,1
STE MEUNIERE TUNISIENNE- SMT (8),2015,STE MEUNIERE TUNISIENNE- SMT  (8),,V1118,0.866666667
STE MEUNIERE TUNISIENNE- SMT  (8),2016,STE MEUNIERE TUNISIENNE- SMT  (8),,V1118,0.852459016
TUNIS RE,2016,TUNIS RE,,V1119,1
TUNIS RE,2015,TUNIS RE,,V1119,1
TUNIS RE,2014,TUNIS RE,,V1119,1
CTAMA,2016,CTAMA,,V112,1
CTAMA,2015,CTAMA,,V112,1
CTAMA,2014,CTAMA,,V112,1
CARTE,2016,CARTE,,V1120,1
CARTE,2015,CARTE,,V1120,1
CARTE,2014,CARTE,,V1120,1
LES V1GNERONS DE CARTHAGE,2014,LES VIGNERONS DE CARTHAGE,,V1121,1
LES VIGNERONS DE CARTHAGE,2016,LES VIGNERONS DE CARTHAGE,,V1121,0.96
LES VIGNERONS DE CARTHAGE,2015,LES VIGNERONS DE CARTHAGE,,V1121,0.96
STE TNNE ROISSONS GAZEUSES (3),2014,STE TNNE BOISSONS GAZEUSES - STBG (2),,V1122,1
STE TNNE BOISSONS GAZEUSES - STBG (2),2016,STE TNNE BOISSONS GAZEUSES - STBG (2),,V1122,0.835820896
STE COMMERCIALS PROD.CHIMIQUES - SCPC (15),2014,STE COMMERCIAL PRODUITS CHIMIQUES- SCPC (17),,V1123,1
STE COMMERCIAL PRODUITS CHIMIQUES - SCPC (15),2015,STE COMMERCIAL PRODUITS CHIMIQUES- SCPC (17),,V1123,0.942528736
STE COMMERCIAL PRODUITS CHIMIQUES- SCPC (17),2016,STE COMMERCIAL PRODUITS CHIMIQUES- SCPC (17),,V1123,0.930232558
STE INDUSTRIES CONSERVES AL1MENTAIRES,2014,STE INDUSTRIES CONSERVES ALIMENTAIRES- SICAM,,V1124,1
STE INDUSTRIES CONSERVES ALIMENTAIRES- SICAM,2016,STE INDUSTRIES CONSERVES ALIMENTAIRES- SICAM,,V1124,0.888888889
STE INDUS. CONSERVES ALIMENTAIRES - SICAM,2015,STE INDUSTRIES CONSERVES ALIMENTAIRES- SICAM,,V1124,0.846153846
SOCIETE TTS (8),2014,SOCIETE TTS (7),,V1125,1
SOCIETE TTS (7),2016,SOCIETE TTS (7),,V1125,0.933333333
SOCIETE TTS,2015,SOCIETE TTS (7),,V1125,0.846153846
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2015,MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,,V1126,1
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2014,MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,,V1126,1
MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,2016,MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,,V1126,0.98630137
STE TUNISO-ANDALOUSE CIMENT RLANC - SOTACIR,2014,STE TUNISO-ANDALOUSE CIMENT BLANC- SOTACIB,,V1127,1
STE TUNISO-ANDALOUSE CIMENT BLANC - SOTACIB,2015,STE TUNISO-ANDALOUSE CIMENT BLANC- SOTACIB,,V1127,0.953488372
STE TUNISO-ANDALOUSE CIMENT BLANC- SOTACIB,2016,STE TUNISO-ANDALOUSE CIMENT BLANC- SOTACIB,,V1127,0.941176471
LARORATOIRE ADVVYA,2014,LABORATOIRE ADWYA,,V1128,1
LABORATOIRE ADWYA,2016,LABORATOIRE ADWYA,,V1128,0.857142857
LABORATOIRES ADWYA,2015,LABORATOIRE ADWYA,,V1128,0.833333333
TUNIS AIR HANDLING (5),2014,TUNISAIR HANDLING (6),,V1129,1
TUNISAIR HANDLING (6),2015,TUNISAIR HANDLING (6),,V1129,0.930232558
IGL INDUSTRIE  (20),2016,,,V1129,0.780487805
STE NAT IMMOBILIERE TUNISIE - SNIT,2016,STE NAT IMMOBILIERE TUNISIE - SNIT,,V113,1
STE NAT IMMOBILIERE TUNISIE - SNIT,2015,STE NAT IMMOBILIERE TUNISIE - SNIT,,V113,1
STE NAT IMMORILIERE TUNISIE - SNIT,2014,STE NAT IMMOBILIERE TUNISIE - SNIT,,V113,0.970588235
SOTUDIS,2014,SOTUDIS,,V1130,1
SNIT-SUD,2016,,,V1130,0.8
SNIT-SUD,2015,,,V1130,0.8
STE TNNE ENGRAIS CHIMIQUES - STEC,2015,STE TNNE ENGRAIS CHIMIQUES - STEC,,V1131,1
STE TNNE ENGRAIS CHIMIQUES - STEC,2014,STE TNNE ENGRAIS CHIMIQUES - STEC,,V1131,1
STE NAT CHEMINS FER TUNISIEN- SNCFT,2016,,,V1131,0.882352941
METRE ATEX (12),2014,MEUBLATEX INDUSTRIES (11),,V1132,1
MEUBLATEX (12),2015,MEUBLATEX INDUSTRIES (11),,V1132,0.75862069
ASTRAL,2016,ASTRAL,,V1133,1
ASTRAL,2014,ASTRAL,,V1133,1
ASSURANCES RLAT,2014,ASSURANCES BIAT,,V1134,1
ASSURANCES BIAT,2016,ASSURANCES BIAT,,V1134,0.866666667
ASSURANCES BIAT,2015,ASSURANCES BIAT,,V1134,0.866666667
IGL DISTRIRUTTON,2014,IGL DISTRIRUTTON,,V1135,1
TOTAL TUNISIE,2016,,,V1135,0.75862069
ECONOMIC AUTO (7),2015,ECONOMIC AUTO (6),,V1136,1
ECONOMIC AUTO (7),2014,ECONOMIC AUTO (6),,V1136,1
ECONOMIC AUTO (6),2016,ECONOMIC AUTO (6),,V1136,0.941176471
INDUSTRIELLE DES TEXTILES,2016,INDUSTRIELLE DES TEXTILES,,V1137,1
INDUSTRIELLE DES TEXTILES,2015,INDUSTRIELLE DES TEXTILES,,V1137,1
INDUSTRIELLE DES TEXTILES,2014,INDUSTRIELLE DES TEXTILES,,V1137,1
STE DEMCO INTER,2016,STE DEMCO INTER,,V1138,1
STE DEMCO INTER,2015,STE DEMCO INTER,,V1138,1
STE DEMCO INTER,2014,STE DEMCO INTER,,V1138,1
TRAPSA,2016,TRAPSA,,V1139,1
TRAPSA,2015,TRAPSA,,V1139,1
TRAPSA,2014,TRAPSA,,V1139,1
AGENCE FONCIERE HABITATION- AFH,2016,AGENCE FONCIERE HABITATION- AFH,,V114,1
AGENCE FONCIERE HABITATION - AFH,2015,AGENCE FONCIERE HABITATION- AFH,,V114,0.984126984
AGENCE EONCIERE HARITATION - AEH,2014,AGENCE FONCIERE HABITATION- AFH,,V114,0.888888889
CIE TNNE RESSORTS LAMES - COTREL (13),2014,CIE TNNE RESSORTS LAMES- COTREL (12),,V1140,1
CIE TNNE RESSORTS LAMES - COTREL (11),2015,CIE TNNE RESSORTS LAMES- COTREL (12),,V1140,0.972972973
CIE TNNE RESSORTS LAMES- COTREL (12),2016,CIE TNNE RESSORTS LAMES- COTREL (12),,V1140,0.95890411
STE TRACTEURS DIESEL - SOTRADIES,2015,STE TRACTEURS DIESEL- SOTRADIES,,V1141,1
STE TRACTEURS DIESEL - SOTRADIES,2014,STE TRACTEURS DIESEL- SOTRADIES,,V1141,1
STE TRACTEURS DIESEL- SOTRADIES,2016,STE TRACTEURS DIESEL- SOTRADIES,,V1141,0.984126984
LES CIMENTS DE RIZERTE,2014,LES CIMENTS DE BIZERTE,,V1142,1
LES CIMENTS DE BIZERTE,2016,LES CIMENTS DE BIZERTE,,V1142,0.954545455
LES CIMENTS DE BIZERTE,2015,LES CIMENTS DE BIZERTE,,V1142,0.954545455
ZITA (9),2015,ZITA  (10),,V1143,1
ZITA (9),2014,ZITA  (10),,V1143,1
ZITA  (10),2016,ZITA  (10),,V1143,0.777777778
SOPAT - MEDI A,2014,STE PROD AGRICOLE TEBOULBA-SOPAT (MLIHA),,V1144,1
SOPAT - MLIHA,2015,STE PROD AGRICOLE TEBOULBA-SOPAT (MLIHA),,V1144,0.814814815
ALMES - MEDOIL (1),2016,,,V1144,0.6875
TUNISIE AUTOROUTES,2016,TUNISIE AUTOROUTES,,V1145,1
TUNISIE AUTOROUTES,2015,TUNISIE AUTOROUTES,,V1145,1
TUNISIE AUTOROUTES,2014,TUNISIE AUTOROUTES,,V1145,1
EURA PRINTED CIRCUITS TUNISIE SA (11),2014,FUBA PRINTED CIRCUITS TUNISIE SA (9),,V1146,1
FUBA PRINTED CIRCUITS TUNISIE SA (10),2015,FUBA PRINTED CIRCUITS TUNISIE SA (9),,V1146,0.918918919
FUBA PRINTED CIRCUITS TUNISIE SA (9),2016,FUBA PRINTED CIRCUITS TUNISIE SA (9),,V1146,0.904109589
SOMATRA-GET,2016,SOMATRA-GET,,V1147,1
SOMATRA-GET,2015,SOMATRA-GET,,V1147,1
SOMATRA-GET,2014,SOMATRA-GET,,V1147,1
STE PTION ARTICLE EN LA1TON - SOPAL,2014,STE PRO ARTICLE LAITON- SOPAL,,V1148,1
STE PROD ARTICLE EN LAITON - SOPAL,2015,STE PRO ARTICLE LAITON- SOPAL,,V1148,0.927536232
STE PRO ARTICLE LAITON- SOPAL,2016,STE PRO ARTICLE LAITON- SOPAL,,V1148,0.875
PROSID,2016,PROSID,,V1149,1
PROSID,2015,PROSID,,V1149,1
PROSID,2014,PROSID,,V1149,1
NESTLE TUNISIE,2016,NESTLE TUNISIE,,V115,1
LA POSTE TUNISIENNE,2015,,,V115,0.848484848
STE CONST METALIQUES NAVALESINDUSTRIELLES - SOCOMENIN,2014,STE CONST METAL NAVALES INDUSTRIELLES- SOCOMENIN,,V1150,1
STE CONST METAL NAVALES INDUSTRIELLES- SOCOMENIN,2016,STE CONST METAL NAVALES INDUSTRIELLES- SOCOMENIN,,V1150,0.95049505
STE CONST METAL NAVALES INDUSTRIELLES - SOCOMENIN,2015,STE CONST METAL NAVALES INDUSTRIELLES- SOCOMENIN,,V1150,0.941176471
SUPER CARLES,2014,SUPER CABLES,,V1151,1
SUPER CABLES,2015,SUPER CABLES,,V1151,0.916666667
LLOYD,2016,LLOYD,,V1152,1
LLOYD,2015,LLOYD,,V1152,1
LLOYD,2014,LLOYD,,V1152,1
LAND'OIl,2014,LAND’OR,,V1153,1
LAND’OR,2016,LAND’OR,,V1153,0.666666667
LAND’OR,2015,LAND’OR,,V1153,0.666666667
CTAMA,2016,CTAMA,,V1154,1
CTAMA,2015,CTAMA,,V1154,1
CTAMA,2014,CTAMA,,V1154,1
MEURLATEX INDUSTRIES (12),2014,MEUBLATEX INDUSTRIES (11),,V1155,1
MEUBLATEX INDUSTRIES (12),2015,MEUBLATEX INDUSTRIES (11),,V1155,0.96
MEUBLATEX INDUSTRIES (11),2016,MEUBLATEX INDUSTRIES (11),,V1155,0.92
KIPROPHA,2014,KIPROPHA (16),,V1156,1
KIPROPHA (16),2016,KIPROPHA (16),,V1156,0.761904762
KIPROPHA (16),2015,KIPROPHA (16),,V1156,0.761904762
TRANSTU,2016,TRANSTU,,V1157,1
TRANSTU,2015,TRANSTU,,V1157,1
TRANSTU,2014,TRANSTU,,V1157,1
COMPTOIR NATIONAL TUN1SIEN,2014,COMPTOIR NATIONAL TUNISIEN,,V1158,1
COMPTOIR NATIONAL TUNISIEN,2016,COMPTOIR NATIONAL TUNISIEN,,V1158,0.961538462
COMPTOIR NATIONAL TUNISIEN,2015,COMPTOIR NATIONAL TUNISIEN,,V1158,0.961538462
CONFISERIE TRIKILE MOULIN (14),2014,CONFISERIE TRIKI LE MOULIN (14),,V1159,1
CONFISERIE TRIKI LE MOULIN (14),2016,CONFISERIE TRIKI LE MOULIN (14),,V1159,0.983606557
CONFISERIE TRIKI LE MOULIN (13),2015,CONFISERIE TRIKI LE MOULIN (14),,V1159,0.950819672
STE MODERNE CERAMIQUE - SOMOCER (13),2016,STE MODERNE CERAMIQUE - SOMOCER (13),,V116,1
STE MODERNE CERAMIQUE - SOMOCER,2015,STE MODERNE CERAMIQUE - SOMOCER (13),,V116,0.925373134
STE MODERNE DE CERAMIQUE - SOMOCER,2014,STE MODERNE CERAMIQUE - SOMOCER (13),,V116,0.914285714
STE COMMERCE INTERNATIONAL TUNISIE - SCET,2014,STE COMMERCE INTERNATIONAL TUNISIE- SCIT,,V1160,1
STE COMMERCE INTERNATIONAL TUNISIE - SCIT,2015,STE COMMERCE INTERNATIONAL TUNISIE- SCIT,,V1160,0.975609756
STE COMMERCE INTERNATIONAL TUNISIE- SCIT,2016,STE COMMERCE INTERNATIONAL TUNISIE- SCIT,,V1160,0.962962963
STE BENETTON MANU TACT URIN G TUNISIA,2014,STE BENETTON MANUFACTURING TUNISIA,,V1161,1
STE BENETTON MANUFACTURING TUNISIA,2016,STE BENETTON MANUFACTURING TUNISIA,,V1161,0.929577465
STE BENETTON MANUFACTURING TUNISIA,2015,STE BENETTON MANUFACTURING TUNISIA,,V1161,0.929577465
CHAHIA(14),2014,STE CHAHIA (14),,V1162,1
STE CHAHIA (14),2016,STE CHAHIA (14),,V1162,0.8
SOCIETE CHAHIA (13),2015,STE CHAHIA (14),,V1162,0.620689655
STE INDUS PHARMACEUTIQUES TUNISIE - SIPIIAT,2014,STE INDUS PHARMACEUTIQUES TUNISIE- SIPHAT,,V1163,1
STE INDUS PHARMACEUTIQUES TUNISIE - SIPHAT,2015,STE INDUS PHARMACEUTIQUES TUNISIE- SIPHAT,,V1163,0.964705882
STE INDUS PHARMACEUTIQUES TUNISIE- SIPHAT,2016,STE INDUS PHARMACEUTIQUES TUNISIE- SIPHAT,,V1163,0.952380952
STE HIGHT MAGHREB TECHNOLOGY (10),2014,STE HIGHT MAGHREB TECHNOLOGY- HMT (8),,V1164,1
STE HIGHT MAGHREB TECHNOLOGY (8),2015,STE HIGHT MAGHREB TECHNOLOGY- HMT (8),,V1164,0.953846154
STE HIGHT MAGHREB TECHNOLOGY- HMT (8),2016,STE HIGHT MAGHREB TECHNOLOGY- HMT (8),,V1164,0.885714286
UNIPACK (2),2014,UNIPACK (1),,V1165,1
UNIPACK (1),2016,UNIPACK (1),,V1165,0.909090909
UNIPACK (1),2015,UNIPACK (1),,V1165,0.909090909
LABORATOIRES TERIAK,2014,LABORATOIRES TERIAK (16),,V1166,1
LABORATOIRES TERIAK (16),2016,LABORATOIRES TERIAK (16),,V1166,0.88372093
LABORATOIRES TERIAK (16),2015,LABORATOIRES TERIAK (16),,V1166,0.88372093
TUNISAIR EXPRESS (5),2014,TUNISAIR EXPRESS (6),,V1167,1
TUNISAIR EXPRESS (6),2015,TUNISAIR EXPRESS (6),,V1167,0.95
STE REGIONALE TRANSPORT GOUVERNORAT SEAX,2014,STE REGIONALE TRANSPORT GOUVERNORAT SFAX,,V1168,1
STE REGIONALE TRANSPORT GOUVERNORAT NABEUL,2016,,,V1168,0.926829268
STE BOISSONS TUNISIE (3),2014,STE BOISSONS TUNISIE - SBT (2),,V1169,1
STE BOISSONS TUNISIE - SBT (2),2016,STE BOISSONS TUNISIE - SBT (2),,V1169,0.851851852
LES INDUSTRIES CHIMIQUES DU FLUOR,2016,LES INDUSTRIES CHIMIQUES DU FLUOR,,V117,1
LES INDUSTRIES CHIMIQUES DU FLUOR,2015,LES INDUSTRIES CHIMIQUES DU FLUOR,,V117,1
LES INDUSTRIES CHIMIQUES DU FLUOR - ICE,2014,LES INDUSTRIES CHIMIQUES DU FLUOR,,V117,0.916666667
SERGAZ,2016,SERGAZ,,V1170,1
SERGAZ,2015,SERGAZ,,V1170,1
SERGAZ,2014,SERGAZ,,V1170,1
LESIND ALIMENTAIRES - RANDA (10),2014,LES IND ALIMENTAIRES RANDA (8),,V1171,1
LES IND ALIMENTAIRES RANDA (8),2016,LES IND ALIMENTAIRES RANDA (8),,V1171,0.935483871
LES IND ALIMENTAIRES RANDA (8),2015,LES IND ALIMENTAIRES RANDA (8),,V1171,0.935483871
TUNISIE LEASING,2016,TUNISIE LEASING,,V1172,1
TUNISIE LEASING,2015,TUNISIE LEASING,,V1172,1
TUNISIE LEASING,2014,TUNISIE LEASING,,V1172,1
STE INVESTISSEMENTS HOTELIERS EL M0URAD1 (12),2014,STE INVESTISSEMENTS HOTELIERS EL MOURADI (11),,V1173,1
STE INVESTISSEMENTS HOTELIERS EL MOURADI (11),2016,STE INVESTISSEMENTS HOTELIERS EL MOURADI (11),,V1173,0.955555556
STE INVESTISSEMENTS HOTELIERS EL MOURADI (12),2015,STE INVESTISSEMENTS HOTELIERS EL MOURADI (11),,V1173,0.955555556
SUPER MOUSSE,2016,SUPER MOUSSE,,V1174,1
SUPER MOUSSE,2015,SUPER MOUSSE,,V1174,1
SUPER MOUSSE,2014,SUPER MOUSSE,,V1174,1
IND CAROSS. AUTO MATEK1ELS ELEVATEURS - SICAME (13),2014,IND CAROSS.AUTO  MATERIELS ELEVATEURS- SICAME (12),,V1175,1
IND CAROSS. AUTO MATERIELS ELEVATEURS - SICAME (11),2015,IND CAROSS.AUTO  MATERIELS ELEVATEURS- SICAME (12),,V1175,0.960784314
IND CAROSS.AUTO  MATERIELS ELEVATEURS- SICAME (12),2016,IND CAROSS.AUTO  MATERIELS ELEVATEURS- SICAME (12),,V1175,0.930693069
ASSURANCES SALIM,2016,ASSURANCES SALIM,,V1176,1
ASSURANCES SALIM,2015,ASSURANCES SALIM,,V1176,1
ASSURANCES SALIM,2014,ASSURANCES SALIM,,V1176,1
STE TNNE MINOTERIE SEMOULERIE,2014,STE TNNE MINOTERIE SEMOULERIE- SOTUMIS,,V1177,1
STE TNNE MINOTERIE SEMOULERIE- SOTUMIS,2016,STE TNNE MINOTERIE SEMOULERIE- SOTUMIS,,V1177,0.865671642
STE TNNE MINOTERIE SEMOULERIE - SOTUMIS,2015,STE TNNE MINOTERIE SEMOULERIE- SOTUMIS,,V1177,0.852941176
STRAMIELEX,2014,STRAMIFLEX,,V1178,1
STRAMIFLEX,2016,STRAMIFLEX,,V1178,0.9
STRAMIFLEX,2015,STRAMIFLEX,,V1178,0.9
STE3S,2014,,,V1179,1
3C ETUDES,2016,,,V1179,0.571428571
3C ETUDES,2015,,,V1179,0.571428571
LES VIGNERONS DE CARTHAGE,2016,LES VIGNERONS DE CARTHAGE,,V118,1
LES VIGNERONS DE CARTHAGE,2015,LES VIGNERONS DE CARTHAGE,,V118,1
LES V1GNERONS DE CARTHAGE,2014,LES VIGNERONS DE CARTHAGE,,V118,0.96
WASHING INTERNATIONAL CIE,2015,WASHING INTERNATIONAL CIE,,V1180,1
WASHING INTERNATIONAL CIE,2014,WASHING INTERNATIONAL CIE,,V1180,1
SBC (4),2014,SBC (4),,V1181,1
ABC GROS  (13),2016,,,V1181,0.571428571
STE TNNE EQUIPEMENT - STEQ,2014,STE TUNISIENNE EQUIPEMENT- STEQ,,V1182,1
STE TUNISIENNE EQUIPEMENT - STEQ,2015,STE TUNISIENNE EQUIPEMENT- STEQ,,V1182,0.896551724
STE TUNISIENNE EQUIPEMENT- STEQ,2016,STE TUNISIENNE EQUIPEMENT- STEQ,,V1182,0.877192982
CIE TNNE DE FORAGE,2014,CIE TNNE DE FORAGE,,V1183,1
LES VIGNERONS DE CARTHAGE,2016,,,V1183,0.790697674
LES VIGNERONS DE CARTHAGE,2015,,,V1183,0.790697674
STE DISTRIBUTION BOISSONS (3),2014,STE DISTRIBUTION BOISSONS (2),,V1184,1
STE DISTRIBUTION BOISSONS (2),2016,STE DISTRIBUTION BOISSONS (2),,V1184,0.965517241
STE DISTRIBUTION BOISSONS (2),2015,STE DISTRIBUTION BOISSONS (2),,V1184,0.965517241
SOTETEL,2016,SOTETEL,,V1185,1
SOTETEL,2015,SOTETEL,,V1185,1
SOTETEL,2014,SOTETEL,,V1185,1
CSM GIAS (9),2015,CSM GIAS (10),,V1186,1
CSM GIAS (9),2014,CSM GIAS (10),,V1186,1
CSM GIAS (10),2016,CSM GIAS (10),,V1186,0.88
TTE INTERNATIONAL (11),2014,TTE INTERNATIONAL (9),,V1187,1
TTE INTERNATIONAL (10),2015,TTE INTERNATIONAL (9),,V1187,0.954545455
TTE INTERNATIONAL (9),2016,TTE INTERNATIONAL (9),,V1187,0.930232558
CARTHAGE CEMENT,2016,CARTHAGE CEMENT,,V1188,1
CARTHAGE CEMENT,2015,CARTHAGE CEMENT,,V1188,1
CARTHAGE CEMENT,2014,CARTHAGE CEMENT,,V1188,1
ETS M. LOUKIL ET CIE (7),2015,ETS M. LOUKIL ET CIE (7),,V1189,1
ETS M. LOUKIL ET CIE (7),2014,ETS M. LOUKIL ET CIE (7),,V1189,1
TRANSTU,2016,TRANSTU,,V119,1
TRANSTU,2015,TRANSTU,,V119,1
TRANSTU,2014,TRANSTU,,V119,1
SOTEME (14),2016,SOTEME (14),,V1190,1
SOTEME (14),2014,SOTEME (14),,V1190,1
EMS (15),2015,,,V1190,0.736842105
STE NOUVELLE DE BOISSONS - SNR (3),2014,STE NOUVELLE BOISSONS - SNB (2),,V1191,1
STE NOUVELLE BOISSONS - SNB (2),2016,STE NOUVELLE BOISSONS - SNB (2),,V1191,0.892307692
